ID,Code,Progress,Q1,Q1_other,Q2,Q2_other,Q3,Q4,Q4_other,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14,Q15,Q15_other,Q16,Q17_1,Q18,Q18_other,Q19,Q20,Q20_size,Q21_1,Q21_2,Q22,Q23_1,Q24,Q25_1,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q30,Q31,Q32,Q33,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q35,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q37,Q38_1,Q38_2,Q38_3,Q38_4,Q39,Q40,Q41,Q42,Q43,Q43_other
45,FP1,100,Fresh produce,NA,C-suite,NA,Yes,"Operations/production has expanded,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"2 -
Slightly concerning","5 -
Extremely concerning","2 -
Slightly concerning","2 -
Slightly concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","3 -
Moderately concerning","1 -
Not at all concerning","5 -
Extremely concerning",NA,"5 -
Extremely challenging","4 -
Very challenging","1 -
Not at all challenging","4 -
Very challenging","4 -
Very challenging","Government directives and  laws regarding labor, time off, and pay rules and the changes in these made managing government special rules a full time job, rather than managing the pandemic we were managing the labor law compliance tasks.","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","5 -
Extremely important","5 -
Extremely important","Consider that during the CV-19 pandemic businesses have received directives and policy recommendations and requirements from:  Federal, state, and local governments, industry trade associations, our insurance company, food safety consultants, legal teams, auditors.  All with different recommendations..........none of them were right............ridiculous  We've turned the pandemic into a new industry.","1 -
Not at all important","2 -
Slightly important","3 -
Moderately important","4 -
Very important","3 -
Moderately important","3 -
Moderately important",We have had too much conflicting information regarding CV 19.  Having no model would be the most beneficial,"3 -
Moderately important","3 -
Moderately important","4 -
Very important","1 -
Not at all important","1 -
Not at all important","4 -
Very important",NA,Fresh produce,NA,Year round,NA,Packing House,NA,NA,500-999,Large,25,0,No,NA,No,NA,15%,"4 -
High risk","2 -
Low risk","2 -
Low risk","3 -
Moderate risk","3 -
Moderate risk","3 -
Moderate risk",NA,"1 -
Not at all concerning","4 -
Very concerning","2 -
Slightly concerning","1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning","4 -
Very concerning",NA,"Extend the number of work hours for remaining workers,Backfill with emergency personnel from third-party companies,Backfill by reorganizing personnel in the same facility",Yes,team up as an industry and follow ONE mitigation plan,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,I am mostly familiar with this facility/operation,NA
46,FP2,100,Fresh produce,NA,Facility manager,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,Do not know,"3 -
Moderately concerning","2 -
Slightly concerning","2 -
Slightly concerning","1 -
Not at all concerning","2 -
Slightly concerning","1 -
Not at all concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning",implementing vaccination programs with somewhat resistant labor force,"4 -
Very challenging","4 -
Very challenging","3 -
Moderately challenging","4 -
Very challenging","4 -
Very challenging","housing and transportation of workforce to enable safe social distancing during the pandemic
and contact tracing reducing large portions of normal workforce in quick succession","3 -
Moderately important","3 -
Moderately important","4 -
Very important","4 -
Very important","5 -
Extremely important","4 -
Very important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","4 -
Very important","5 -
Extremely important","4 -
Very important",NA,Fresh produce,NA,Year round,NA,Processor ,NA,NA,250-499,Large,30,1,No,NA,No,NA,20%,"4 -
High risk","2 -
Low risk","4 -
High risk","5 - 
Very high risk","4 -
High risk","5 - 
Very high risk",warehouse and shipping,"4 -
Very concerning","4 -
Very concerning","4 -
Very concerning","2 -
Slightly concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning",NA,"Extend the number of work hours for remaining workers,Backfill with emergency personnel from third-party companies,Backfill by reorganizing personnel in the same facility",Yes,reduction of the complexity of sku offerings to maximize efficient production and maximize limited offerings at higher volumes to all customers,Yes,Yes,Yes,"Yes, but only partially/ temporarily",Yes,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",space considerations have been implemented but there are occasions which plant design does not allow 100% effectiveness.  We mitigate by changing production schedules and staggering production to limit number of employees in close contact while on the floor,Yes,Yes,Yes,"Yes, but only partially/ temporarily",No,increased ventilation is applied when possible but the nature of our production requires controlled environment inside the building.  Air filtering is not as practical in a short term implementation -we use positive air in high density work areas,Yes,Yes,Yes,Yes,"We do daily employee temperature readings but have had to isolate many employees for symptoms other than low grade fevers such as backaches, coughing, fatigue, etc.
-adopting surveillance strategies also helps emphasize the daily importance to the general work force",considered volunteering our facility to the local health department for the potential to mass innoculate the work force with vaccines- does not seem to be available due to insufficient supply of vaccines at this time,No,Vaccination timelines and efficacy for uniform implementation varies from county to county with variable ability to implement,I am mostly familiar with this facility/operation,NA
47,FP2,55,Other,Chocolate/confections,Corporate food safety and quality,NA,Yes,"Operations/production has been reduced/cut back,Operations/production has expanded,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"4 -
Very concerning","3 -
Moderately concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning","3 -
Moderately concerning","2 -
Slightly concerning","3 -
Moderately concerning","2 -
Slightly concerning","3 -
Moderately concerning",NA,"2 -
Slightly challenging","3 -
Moderately challenging","1 -
Not at all challenging","3 -
Moderately challenging","3 -
Moderately challenging",NA,"2 -
Slightly important","2 -
Slightly important","1 -
Not at all important","1 -
Not at all important","2 -
Slightly important","2 -
Slightly important",NA,"3 -
Moderately important","3 -
Moderately important","5 -
Extremely important","3 -
Moderately important","3 -
Moderately important","4 -
Very important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","3 -
Moderately important","2 -
Slightly important","2 -
Slightly important",NA,Other,Chocolate,NA,NA,NA,NA,NA,50-99,Medium,7,0,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,FP2,100,Fresh produce,NA,C-suite,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"4 -
Very concerning","3 -
Moderately concerning","3 -
Moderately concerning","4 -
Very concerning","3 -
Moderately concerning","2 -
Slightly concerning","1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning","5 -
Extremely concerning",NA,"3 -
Moderately challenging","3 -
Moderately challenging","2 -
Slightly challenging","3 -
Moderately challenging","4 -
Very challenging",NA,"5 -
Extremely important","4 -
Very important","4 -
Very important","3 -
Moderately important","5 -
Extremely important","3 -
Moderately important",NA,"2 -
Slightly important","3 -
Moderately important","4 -
Very important","3 -
Moderately important","4 -
Very important","5 -
Extremely important",NA,"5 -
Extremely important","4 -
Very important","5 -
Extremely important","4 -
Very important","2 -
Slightly important","2 -
Slightly important",NA,Fresh produce,NA,Year round,NA,Grower and Field packer,NA,NA,250-499,Large,45,5,No,NA,No,NA,20%,"4 -
High risk",Not applicable,"2 -
Low risk","5 - 
Very high risk","3 -
Moderate risk","3 -
Moderate risk",NA,"4 -
Very concerning","3 -
Moderately concerning","5 -
Extremely concerning","3 -
Moderately concerning","3 -
Moderately concerning","4 -
Very concerning","5 -
Extremely concerning",NA,Extend the number of work hours for remaining workers,Yes,NA,"Yes, but only partially/ temporarily",No,No,No,"Yes, but only partially/ temporarily",Yes,No,NA,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",No,No,NA,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily","Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",NA,NA,NA,NA,This is our typical facility/operation,NA
49,FP5,100,Fresh produce,NA,Corporate food safety and quality,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning","2 -
Slightly concerning","4 -
Very concerning","4 -
Very concerning","5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning",NA,"4 -
Very challenging","4 -
Very challenging",Do not know,"5 -
Extremely challenging","4 -
Very challenging",NA,"4 -
Very important","4 -
Very important","5 -
Extremely important","2 -
Slightly important","2 -
Slightly important","3 -
Moderately important",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","4 -
Very important","5 -
Extremely important","5 -
Extremely important",NA,"5 -
Extremely important","5 -
Extremely important","4 -
Very important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important",NA,Fresh produce,NA,Year round,NA,Processor ,NA,NA,More than 2000 ,Large,35,10,No,NA,No,NA,Do not know,"4 -
High risk","4 -
High risk","3 -
Moderate risk","3 -
Moderate risk","4 -
High risk","3 -
Moderate risk",NA,"1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning","2 -
Slightly concerning","4 -
Very concerning","4 -
Very concerning","4 -
Very concerning",NA,"Extend the number of work hours for remaining workers,Backfill with emergency personnel from third-party companies,Backfill by reorganizing personnel in the same facility",Yes,NA,"Yes, but only partially/ temporarily",Yes,Yes,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily","Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",NA,Yes,Yes,"Yes, but only partially/ temporarily",Yes,"Yes, but only partially/ temporarily",NA,"Yes, but only partially/ temporarily",No,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",NA,NA,NA,NA,This is our strategically important facility/operation,NA
50,FP5,100,Other,Academia,Other:,Emeritus Professor,Yes,Other:,Support of research on produce safety,"2 -
Slightly concerning","4 -
Very concerning","3 -
Moderately concerning","2 -
Slightly concerning","2 -
Slightly concerning","2 -
Slightly concerning","1 -
Not at all concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","DIsinformation pertaining to the role of food in the transmission of the virus, and general lack of understanding of foodborne viruses in the industry","3 -
Moderately challenging","3 -
Moderately challenging","2 -
Slightly challenging","2 -
Slightly challenging","4 -
Very challenging",Ability of small to medium sized companies to recruit skilled workers,"3 -
Moderately important","4 -
Very important","4 -
Very important","3 -
Moderately important","3 -
Moderately important","4 -
Very important","Better support for small to medium sized farms/companies, including expansion of Extension resources. Need to focus on prevention/intervention instead of testing.","3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","4 -
Very important","2 -
Slightly important","5 -
Extremely important",Legal issues associated prior knowledge of a problem because a company used the model and was thus knowledge that their process was not 100% safe,"3 -
Moderately important","3 -
Moderately important","5 -
Extremely important","3 -
Moderately important","4 -
Very important","3 -
Moderately important",This problem would have been much less if government and industry had not taken apart some of the emergency response teams that had been put into place 2 decades earlier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,I did not attempt to make comments on any specific facility
51,FP5,100,"Fresh produce,Other",Prepared foods,C-suite,NA,Yes,"Operations/production has expanded,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"2 -
Slightly concerning","4 -
Very concerning","3 -
Moderately concerning","2 -
Slightly concerning","4 -
Very concerning","3 -
Moderately concerning","1 -
Not at all concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning",Cultural attitudes/disinformation re existence of the virus,"3 -
Moderately challenging","4 -
Very challenging","3 -
Moderately challenging","4 -
Very challenging","4 -
Very challenging",NA,"4 -
Very important","4 -
Very important","3 -
Moderately important","4 -
Very important","3 -
Moderately important","3 -
Moderately important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important",Relate to local/workforce positives prevalence ,"4 -
Very important","4 -
Very important","5 -
Extremely important","3 -
Moderately important","4 -
Very important","4 -
Very important",NA,Other,Prepared food,NA,NA,NA,NA,NA,250-499,Large,20,0,No,NA,Yes,10,10%,"5 - 
Very high risk","5 - 
Very high risk","4 -
High risk","5 - 
Very high risk","4 -
High risk","5 - 
Very high risk",NA,"5 -
Extremely concerning","5 -
Extremely concerning","4 -
Very concerning","4 -
Very concerning","2 -
Slightly concerning","3 -
Moderately concerning","5 -
Extremely concerning",NA,"Backfill with emergency personnel from third-party companies,Backfill by reorganizing personnel in the same facility",Yes,NA,Yes,Yes,Yes,No,No,"Yes, but only partially/ temporarily",Yes,NA,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",Yes,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",NA,"Yes, but only partially/ temporarily",Yes,Yes,Yes,NA,NA,No,NA,This is our typical facility/operation,NA
52,FP5,95,Beef/Pork,NA,Facility manager,NA,Yes,Management/corporate employees working remotely,NA,"3 -
Moderately concerning","2 -
Slightly concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning","2 -
Slightly concerning","3 -
Moderately concerning",NA,"2 -
Slightly concerning","2 -
Slightly concerning",NA,"3 -
Moderately challenging","3 -
Moderately challenging","3 -
Moderately challenging","3 -
Moderately challenging","3 -
Moderately challenging",bl,"3 -
Moderately important","4 -
Very important","3 -
Moderately important","4 -
Very important","3 -
Moderately important","2 -
Slightly important",b;,"4 -
Very important","4 -
Very important","4 -
Very important","2 -
Slightly important","4 -
Very important","3 -
Moderately important",bl,Do not know,"2 -
Slightly important","2 -
Slightly important","2 -
Slightly important","3 -
Moderately important","2 -
Slightly important",bl,Dairy,NA,NA,NA,NA,NA,NA,250-499,Large,NA,NA,No,NA,No,NA,40%,Not applicable,Not applicable,"1 -
No risk","2 -
Low risk","2 -
Low risk","2 -
Low risk",NA,NA,"1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning",NA,Backfill with emergency personnel from third-party companies,NA,NA,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",Yes,Yes,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",NA,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily","Yes, but only partially/ temporarily","Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",NA,No,"Yes, but only partially/ temporarily",Yes,"Yes, but only partially/ temporarily",NA,NA,No,NA,NA,NA
53,GP1,100,Other,food manufacturing,Corporate food safety and quality,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"1 -
Not at all concerning","2 -
Slightly concerning","1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning","2 -
Slightly concerning","1 -
Not at all concerning","2 -
Slightly concerning","2 -
Slightly concerning","2 -
Slightly concerning",None,"3 -
Moderately challenging","4 -
Very challenging","2 -
Slightly challenging","2 -
Slightly challenging","2 -
Slightly challenging",NA,"1 -
Not at all important","1 -
Not at all important","2 -
Slightly important","2 -
Slightly important","2 -
Slightly important","2 -
Slightly important",NA,"2 -
Slightly important","2 -
Slightly important","4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","1 -
Not at all important","3 -
Moderately important","5 -
Extremely important",NA,Other,food manufacturing,NA,NA,NA,NA,NA,500-999,Large,35,1,No,NA,No,NA,5%,"3 -
Moderate risk","2 -
Low risk","2 -
Low risk","2 -
Low risk","2 -
Low risk","3 -
Moderate risk",NA,"2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning","2 -
Slightly concerning","2 -
Slightly concerning","2 -
Slightly concerning","4 -
Very concerning",NA,"Extend the number of work hours for remaining workers,Backfill by reorganizing personnel in the same facility",Yes,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,I am mostly familiar with this facility/operation,NA
54,GP1,100,Other,Cereal,Facility manager,NA,No,NA,NA,"4 -
Very concerning","3 -
Moderately concerning","4 -
Very concerning","4 -
Very concerning","2 -
Slightly concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning",NA,"3 -
Moderately challenging","3 -
Moderately challenging","1 -
Not at all challenging","2 -
Slightly challenging","4 -
Very challenging",NA,"3 -
Moderately important","2 -
Slightly important","3 -
Moderately important","4 -
Very important","3 -
Moderately important","3 -
Moderately important",NA,"3 -
Moderately important","4 -
Very important","4 -
Very important","5 -
Extremely important","5 -
Extremely important","4 -
Very important",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","4 -
Very important","4 -
Very important","4 -
Very important",NA,Other,Cereal,NA,NA,NA,NA,NA,100-249,Medium,20,0,No,NA,No,NA,10%,"3 -
Moderate risk","2 -
Low risk","2 -
Low risk","3 -
Moderate risk","3 -
Moderate risk","3 -
Moderate risk",NA,"1 -
Not at all concerning","1 -
Not at all concerning","4 -
Very concerning","2 -
Slightly concerning","3 -
Moderately concerning","3 -
Moderately concerning","4 -
Very concerning",NA,Extend the number of work hours for remaining workers,Yes,NA,Yes,Yes,No,"Yes, but only partially/ temporarily",Yes,Yes,"Yes, but only partially/ temporarily",NA,Yes,Yes,Yes,No,"Yes, but only partially/ temporarily",NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,This is our unique facility/operation,NA
55,GP1,100,Dairy,NA,Corporate food safety and quality,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"2 -
Slightly concerning","3 -
Moderately concerning","3 -
Moderately concerning","2 -
Slightly concerning","4 -
Very concerning","5 -
Extremely concerning","1 -
Not at all concerning","2 -
Slightly concerning","3 -
Moderately concerning","4 -
Very concerning",NA,"2 -
Slightly challenging","2 -
Slightly challenging","1 -
Not at all challenging","1 -
Not at all challenging","2 -
Slightly challenging",NA,"3 -
Moderately important","2 -
Slightly important","4 -
Very important","5 -
Extremely important","4 -
Very important","4 -
Very important",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","4 -
Very important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","3 -
Moderately important","5 -
Extremely important","4 -
Very important",NA,Dairy,NA,NA,NA,NA,NA,NA,Less than 10,Small,30,0,No,NA,No,NA,15%,"4 -
High risk","5 - 
Very high risk","5 - 
Very high risk","3 -
Moderate risk","3 -
Moderate risk","4 -
High risk",NA,"1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning","1 -
Not at all concerning","3 -
Moderately concerning","3 -
Moderately concerning","4 -
Very concerning",NA,Backfill by reorganizing personnel in the same facility,Yes,NA,No,No,No,"Yes, but only partially/ temporarily",No,No,No,NA,Yes,"Yes, but only partially/ temporarily",Yes,No,No,NA,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",NA,"Yes, but only partially/ temporarily",NA,NA,No,"We only have 3 employees, so we are small enough to be flexible.",I am mostly familiar with this facility/operation,NA
56,GP1,100,Dairy,NA,Facility manager,NA,Yes,"Operations/production has been reduced/cut back,Operations/production has expanded,Major changes in operational staffing control and protection protocols",NA,"3 -
Moderately concerning","4 -
Very concerning","4 -
Very concerning","2 -
Slightly concerning","1 -
Not at all concerning","3 -
Moderately concerning","2 -
Slightly concerning","5 -
Extremely concerning","3 -
Moderately concerning","2 -
Slightly concerning",Ability of suppliers upstream of us.,"4 -
Very challenging","1 -
Not at all challenging","1 -
Not at all challenging","2 -
Slightly challenging","2 -
Slightly challenging",NA,"2 -
Slightly important","1 -
Not at all important","2 -
Slightly important","1 -
Not at all important","2 -
Slightly important","2 -
Slightly important",NA,"2 -
Slightly important","2 -
Slightly important","3 -
Moderately important","3 -
Moderately important","2 -
Slightly important","3 -
Moderately important",NA,"3 -
Moderately important","3 -
Moderately important","2 -
Slightly important","2 -
Slightly important","3 -
Moderately important","4 -
Very important",NA,Dairy,NA,NA,NA,NA,NA,NA,100-249,Medium,20,0,No,NA,No,NA,30%,"2 -
Low risk","2 -
Low risk","2 -
Low risk","2 -
Low risk","2 -
Low risk","2 -
Low risk",NA,"1 -
Not at all concerning","1 -
Not at all concerning","4 -
Very concerning","1 -
Not at all concerning","2 -
Slightly concerning","2 -
Slightly concerning","4 -
Very concerning",NA,Extend the number of work hours for remaining workers,No,Enlarging employee common areas.,"Yes, but only partially/ temporarily",Yes,"Yes, but only partially/ temporarily",No,Yes,Yes,"Yes, but only partially/ temporarily","If the plant does not run near full production, we are out of business.",Yes,Yes,Yes,No,No,"Plant air is already highly filtered with turnover every 20 minutes, so no change there.",No,Yes,Yes,Yes,"We did quarantine exposed employees, and rocketed absenteeism.  None of the 100 plus quarantine events produced a positive COVID test.  Legal advised against temperature screening.",No outside personal allowed to visit the facility.,Yes,"No point in bringing outside people to the plant who could spread the virus.  No sales people, no auditors, no company representatives, or other contract work people.  No travel and no people moving between facilities.",This facility/operation has been impacted greatly by COVID-19,NA
57,GP1,100,Other,CPG sauce with fresh produce,C-suite,NA,No,NA,NA,"1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning","3 -
Moderately concerning","1 -
Not at all concerning","3 -
Moderately concerning","1 -
Not at all concerning","3 -
Moderately concerning",NA,"1 -
Not at all challenging","1 -
Not at all challenging","1 -
Not at all challenging","1 -
Not at all challenging","1 -
Not at all challenging",Soul proprietor and production. I do not have employees ,"2 -
Slightly important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","2 -
Slightly important",Do not know,NA,"3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","4 -
Very important",NA,"3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","2 -
Slightly important","2 -
Slightly important",NA,Other,CPG sauces,NA,NA,NA,NA,NA,Less than 10,Small,0,0,No,NA,No,NA,Do not know,"1 -
No risk",Not applicable,"1 -
No risk","1 -
No risk",Not applicable,Not applicable,NA,Do not know,Do not know,"1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning",NA,Extend the number of work hours for remaining workers,No,NA,No,No,No,No,No,No,No,NA,No,Yes,Yes,No,No,NA,No,No,No,No,NA,NA,NA,NA,This is our typical facility/operation,NA
58,GP1,100,Other,Food processing,Other:,Owner ,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"4 -
Very concerning","5 -
Extremely concerning","3 -
Moderately concerning","3 -
Moderately concerning","5 -
Extremely concerning","5 -
Extremely concerning","3 -
Moderately concerning","5 -
Extremely concerning","4 -
Very concerning","4 -
Very concerning",Assistance for minority owned businesses,"4 -
Very challenging","4 -
Very challenging","4 -
Very challenging","2 -
Slightly challenging","3 -
Moderately challenging",When someone is out of the workplace sick it is incredibly difficult to manage for small businesses,"3 -
Moderately important","3 -
Moderately important","4 -
Very important","4 -
Very important","3 -
Moderately important","3 -
Moderately important",NA,"4 -
Very important","4 -
Very important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","4 -
Very important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important",NA,Other,food processing,NA,NA,NA,NA,NA,Less than 10,Small,75,NA,No,NA,No,NA,5%,"5 - 
Very high risk","3 -
Moderate risk","4 -
High risk","3 -
Moderate risk","3 -
Moderate risk","5 - 
Very high risk",NA,"2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning","2 -
Slightly concerning","5 -
Extremely concerning","5 -
Extremely concerning","3 -
Moderately concerning",NA,Extend the number of work hours for remaining workers,Yes,cross functional team training,"Yes, but only partially/ temporarily",No,No,No,Yes,"Yes, but only partially/ temporarily",No,We do not have enough employees to make staggering shift a possible solution,Yes,Yes,Yes,No,No,No funding available,Yes,No,No,"Yes, but only partially/ temporarily",No funding available.,NA,No,"cost, not enough workers and inconsistent supply chain challenges",This facility/operation has been impacted greatly by COVID-19,NA
59,GP1,100,Fresh produce,NA,Facility manager,NA,No,NA,NA,"1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","3 -
Moderately concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning","1 -
Not at all concerning","1 -
Not at all concerning",The supply chain is broken. It's harder to find suppliers bottles,"1 -
Not at all challenging","2 -
Slightly challenging",Do not know,"1 -
Not at all challenging","2 -
Slightly challenging",No,"1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","2 -
Slightly important","1 -
Not at all important","2 -
Slightly important",No,"1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important",No,"1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important",No,Fresh produce,NA,Seasonally,3/1-4/15,Grower and Processor,NA,Processor facility,Less than 10,Small,100,NA,No,NA,No,NA,5%,"5 - 
Very high risk","5 - 
Very high risk","5 - 
Very high risk","5 - 
Very high risk","5 - 
Very high risk","5 - 
Very high risk",No,"1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","3 -
Moderately concerning",No,"Extend the number of work hours for remaining workers,Backfill by reorganizing personnel in the same facility",No,No,No,No,No,No,No,No,No,We are small and family the of the four have been vaccinated.,No,No,No,No,No,Just two of us have been working so far.,No,No,No,No,We are small just two of us now.,NA,NA,NA,This is our unique facility/operation,NA
